Month,Passenger ID,Passenger Group,Test group,Trips
August,806644,Low,Loyalty,1
August,806645,Low,Control,2
August,806646,Medium,Loyalty,8
August,806647,Medium,Control,4
August,806648,Low,Loyalty,1
August,806649,Medium,Control,7
August,806650,Medium,Loyalty,8
August,806651,Medium,Control,6
August,806652,Medium,Loyalty,5
August,806653,Medium,Control,5
August,806654,Medium,Loyalty,9
August,806655,High,Control,14
August,806656,Medium,Loyalty,5
August,806657,Medium,Control,4
August,806658,Medium,Loyalty,5
August,806659,Low,Control,4
August,806660,Low,Loyalty,1
August,806661,High,Control,14
August,806662,Medium,Loyalty,5
August,806663,Medium,Control,6
August,806664,Medium,Loyalty,4
August,806665,Medium,Control,7
August,806666,Medium,Loyalty,5
August,806667,Low,Control,2
August,806668,High,Loyalty,11
August,806669,Medium,Control,6
August,806670,Medium,Loyalty,9
August,806671,Low,Control,3
August,806672,Medium,Loyalty,6
August,806673,Medium,Control,6
August,806674,High,Loyalty,13
August,806675,Medium,Control,7
August,806676,Medium,Loyalty,7
August,806677,High,Control,9
August,806678,Low,Loyalty,2
August,806679,Medium,Control,8
August,806680,Medium,Loyalty,6
August,806681,Medium,Control,5
August,806682,Low,Loyalty,4
August,806683,Medium,Control,6
August,806684,Low,Loyalty,4
August,806685,Low,Control,4
August,806686,Medium,Loyalty,7
August,806687,High,Control,8
August,806688,Medium,Loyalty,8
August,806689,Medium,Control,4
August,806690,Low,Loyalty,0
August,806691,Low,Control,3
August,806692,Medium,Loyalty,7
August,806693,Low,Control,1
August,806694,Medium,Loyalty,6
August,806695,High,Control,9
August,806696,Low,Loyalty,0
August,806697,Low,Control,3
August,806698,Low,Loyalty,2
August,806699,Medium,Control,8
August,806700,Low,Loyalty,4
August,806701,Low,Control,1
August,806702,Medium,Loyalty,4
August,806703,Low,Control,0
August,806704,Low,Loyalty,3
August,806705,Medium,Control,8
August,806706,Medium,Loyalty,5
August,806707,Low,Control,0
August,806708,Medium,Loyalty,8
August,806709,Low,Control,4
August,806710,Medium,Loyalty,7
August,806711,Low,Control,3
August,806712,Medium,Loyalty,9
August,806713,Low,Control,0
August,806714,Medium,Loyalty,4
August,806715,Medium,Control,4
August,806716,Medium,Loyalty,8
August,806717,Medium,Control,7
August,806718,Medium,Loyalty,6
August,806719,Medium,Control,5
August,806720,Low,Loyalty,2
August,806721,Medium,Control,8
August,806722,Medium,Loyalty,4
August,806723,Low,Control,0
August,806724,Low,Loyalty,4
August,806725,Low,Control,1
August,806726,Medium,Loyalty,9
August,806727,Medium,Control,7
August,806728,Medium,Loyalty,5
August,806729,Medium,Control,5
August,806730,Low,Loyalty,0
August,806731,Low,Control,4
August,806732,Low,Loyalty,0
August,806733,Low,Control,3
August,806734,Low,Loyalty,3
August,806735,Medium,Control,7
August,806736,Low,Loyalty,1
August,806737,Medium,Control,4
August,806738,Low,Loyalty,0
August,806739,High,Control,12
August,806740,Low,Loyalty,4
August,806741,Low,Control,2
August,806742,Medium,Loyalty,4
August,806743,Medium,Control,5
August,806744,Medium,Loyalty,4
August,806745,Medium,Control,8
August,806746,Medium,Loyalty,9
August,806747,Low,Control,1
August,806748,Medium,Loyalty,6
August,806749,Medium,Control,5
August,806750,Medium,Loyalty,6
August,806751,Medium,Control,5
August,806752,Medium,Loyalty,6
August,806753,Medium,Control,8
August,806754,Medium,Loyalty,7
August,806755,High,Control,12
August,806756,Low,Loyalty,0
August,806757,Medium,Control,8
August,806758,High,Loyalty,9
August,806759,Medium,Control,8
August,806760,Medium,Loyalty,4
August,806761,High,Control,14
August,806762,High,Loyalty,9
August,806763,Medium,Control,6
August,806764,Low,Loyalty,2
August,806765,Medium,Control,7
August,806766,Medium,Loyalty,8
August,806767,Low,Control,4
August,806768,Medium,Loyalty,7
August,806769,Medium,Control,5
August,806770,Medium,Loyalty,5
August,806771,Medium,Control,6
August,806772,Low,Loyalty,3
August,806773,Medium,Control,4
August,806774,Low,Loyalty,1
August,806775,Medium,Control,8
August,806776,Medium,Loyalty,9
August,806777,Low,Control,1
August,806778,Medium,Loyalty,9
August,806779,Low,Control,1
August,806780,Low,Loyalty,1
August,806781,Medium,Control,7
August,806782,High,Loyalty,9
August,806783,Low,Control,4
August,806784,Medium,Loyalty,7
August,806785,Medium,Control,8
August,806786,Low,Loyalty,3
August,806787,Medium,Control,8
August,806788,Low,Loyalty,0
August,806789,Medium,Control,4
August,806790,Medium,Loyalty,5
August,806791,Medium,Control,4
August,806792,Low,Loyalty,3
August,806793,Low,Control,1
August,806794,High,Loyalty,10
August,806795,Medium,Control,6
August,806796,Low,Loyalty,4
August,806797,Low,Control,0
August,806798,Low,Loyalty,0
August,806799,Low,Control,1
August,806800,Medium,Loyalty,6
August,806801,Low,Control,1
August,806802,Medium,Loyalty,9
August,806803,Medium,Control,7
August,806804,Medium,Loyalty,6
August,806805,Medium,Control,5
August,806806,Medium,Loyalty,4
August,806807,Low,Control,4
August,806808,Low,Loyalty,3
August,806809,Low,Control,1
August,806810,Low,Loyalty,4
August,806811,High,Control,8
August,806812,High,Loyalty,9
August,806813,Low,Control,2
August,806814,Low,Loyalty,0
August,806815,Medium,Control,6
August,806816,Low,Loyalty,2
August,806817,Medium,Control,6
August,806818,Low,Loyalty,3
August,806819,Low,Control,4
August,806820,Medium,Loyalty,5
August,806821,Low,Control,2
August,806822,Low,Loyalty,3
August,806823,Medium,Control,5
August,806824,Low,Loyalty,3
August,806825,Low,Control,4
August,806826,High,Loyalty,13
August,806827,Medium,Control,5
August,806828,Medium,Loyalty,6
August,806829,Medium,Control,5
August,806830,Medium,Loyalty,5
August,806831,High,Control,15
August,806832,Medium,Loyalty,6
August,806833,High,Control,14
August,806834,Low,Loyalty,2
August,806835,High,Control,8
August,806836,Medium,Loyalty,8
August,806837,Medium,Control,6
August,806838,High,Loyalty,11
August,806839,Medium,Control,7
August,806840,High,Loyalty,12
August,806841,Low,Control,0
August,806842,Medium,Loyalty,5
August,806843,Medium,Control,4
August,806844,Medium,Loyalty,4
August,806845,Low,Control,4
August,806846,Medium,Loyalty,4
August,806847,Medium,Control,4
August,806848,Medium,Loyalty,9
August,806849,Low,Control,1
August,806850,Low,Loyalty,2
August,806851,Medium,Control,6
August,806852,Low,Loyalty,1
August,806853,High,Control,12
August,806854,High,Loyalty,14
August,806855,High,Control,9
August,806856,Medium,Loyalty,6
August,806857,Medium,Control,7
August,806858,Medium,Loyalty,9
August,806859,Low,Control,3
August,806860,Medium,Loyalty,5
August,806861,Medium,Control,5
August,806862,High,Loyalty,8
August,806863,Medium,Control,8
August,806864,Medium,Loyalty,8
August,806865,Medium,Control,6
August,806866,Medium,Loyalty,6
August,806867,Medium,Control,4
August,806868,Low,Loyalty,2
August,806869,Medium,Control,5
August,806870,Low,Loyalty,1
August,806871,Low,Control,1
August,806872,Medium,Loyalty,4
August,806873,High,Control,13
August,806874,Low,Loyalty,1
August,806875,Low,Control,0
August,806876,Medium,Loyalty,9
August,806877,Low,Control,0
August,806878,Medium,Loyalty,8
August,806879,Low,Control,1
August,806880,Low,Loyalty,2
August,806881,Low,Control,3
August,806882,High,Loyalty,9
August,806883,Medium,Control,5
August,806884,High,Loyalty,14
August,806885,Medium,Control,8
August,806886,Low,Loyalty,4
August,806887,Medium,Control,7
August,806888,Low,Loyalty,2
August,806889,Medium,Control,4
August,806890,Medium,Loyalty,7
August,806891,Low,Control,4
August,806892,Low,Loyalty,2
August,806893,Medium,Control,7
August,806894,Low,Loyalty,1
August,806895,Medium,Control,4
August,806896,Medium,Loyalty,7
August,806897,High,Control,12
August,806898,Low,Loyalty,3
August,806899,Medium,Control,8
August,806900,Medium,Loyalty,7
August,806901,Medium,Control,8
August,806902,Low,Loyalty,4
August,806903,Medium,Control,6
August,806904,Medium,Loyalty,9
August,806905,Medium,Control,7
August,806906,Medium,Loyalty,9
August,806907,Medium,Control,8
August,806908,Medium,Loyalty,8
August,806909,High,Control,10
August,806910,Low,Loyalty,2
August,806911,Low,Control,0
August,806912,Medium,Loyalty,9
August,806913,High,Control,10
August,806914,Low,Loyalty,0
August,806915,Low,Control,2
August,806916,Low,Loyalty,4
August,806917,Low,Control,2
August,806918,Low,Loyalty,1
August,806919,Low,Control,2
August,806920,Low,Loyalty,2
August,806921,Low,Control,4
August,806922,Medium,Loyalty,8
August,806923,Medium,Control,8
August,806924,High,Loyalty,15
August,806925,Medium,Control,8
August,806926,Low,Loyalty,0
August,806927,Medium,Control,4
August,806928,Medium,Loyalty,7
August,806929,Medium,Control,5
August,806930,Medium,Loyalty,4
August,806931,Low,Control,0
August,806932,Medium,Loyalty,7
August,806933,High,Control,13
August,806934,Medium,Loyalty,8
August,806935,Low,Control,0
August,806936,Low,Loyalty,3
August,806937,Low,Control,2
August,806938,Low,Loyalty,4
August,806939,Low,Control,0
August,806940,Medium,Loyalty,9
August,806941,Medium,Control,6
August,806942,High,Loyalty,15
August,806943,Medium,Control,7
August,806944,High,Loyalty,10
August,806945,Low,Control,2
August,806946,Medium,Loyalty,8
August,806947,Medium,Control,6
August,806948,Medium,Loyalty,4
August,806949,Low,Control,0
August,806950,Low,Loyalty,2
August,806951,Medium,Control,4
August,806952,Medium,Loyalty,7
August,806953,Low,Control,2
August,806954,Medium,Loyalty,9
August,806955,Medium,Control,4
August,806956,Medium,Loyalty,7
August,806957,High,Control,10
August,806958,Medium,Loyalty,4
August,806959,Medium,Control,7
August,806960,Low,Loyalty,0
August,806961,Medium,Control,8
August,806962,Low,Loyalty,0
August,806963,Medium,Control,4
August,806964,Medium,Loyalty,7
August,806965,Low,Control,4
August,806966,Medium,Loyalty,7
August,806967,Low,Control,1
August,806968,Medium,Loyalty,7
August,806969,Low,Control,0
August,806970,High,Loyalty,11
August,806971,Medium,Control,6
August,806972,Medium,Loyalty,7
August,806973,Low,Control,1
August,806974,Medium,Loyalty,5
August,806975,Medium,Control,8
August,806976,Low,Loyalty,0
August,806977,Medium,Control,8
August,806978,Low,Loyalty,4
August,806979,Low,Control,4
August,806980,Medium,Loyalty,6
August,806981,High,Control,10
August,806982,Medium,Loyalty,4
August,806983,Low,Control,4
August,806984,Medium,Loyalty,6
August,806985,High,Control,8
August,806986,Low,Loyalty,2
August,806987,Low,Control,2
August,806988,High,Loyalty,10
August,806989,Low,Control,4
August,806990,High,Loyalty,9
August,806991,Low,Control,0
August,806992,Medium,Loyalty,7
August,806993,Low,Control,0
August,806994,Low,Loyalty,0
August,806995,Medium,Control,5
August,806996,High,Loyalty,12
August,806997,Low,Control,1
August,806998,Low,Loyalty,1
August,806999,High,Control,12
August,807000,Low,Loyalty,1
August,807001,Medium,Control,4
August,807002,Medium,Loyalty,6
August,807003,Low,Control,3
August,807004,Low,Loyalty,3
August,807005,Low,Control,0
August,807006,Medium,Loyalty,4
August,807007,Medium,Control,7
August,807008,Medium,Loyalty,4
August,807009,Medium,Control,5
August,807010,Low,Loyalty,3
August,807011,Low,Control,1
August,807012,Low,Loyalty,0
August,807013,Low,Control,0
August,807014,Low,Loyalty,4
August,807015,Medium,Control,7
August,807016,High,Loyalty,10
August,807017,Medium,Control,8
August,807018,Medium,Loyalty,8
August,807019,Low,Control,4
August,807020,High,Loyalty,9
August,807021,Medium,Control,8
August,807022,Medium,Loyalty,9
August,807023,Medium,Control,4
August,807024,Low,Loyalty,1
August,807025,Medium,Control,8
August,807026,Low,Loyalty,0
August,807027,Medium,Control,7
August,807028,Medium,Loyalty,5
August,807029,Low,Control,2
August,807030,Low,Loyalty,3
August,807031,Medium,Control,4
August,807032,Medium,Loyalty,9
August,807033,Medium,Control,8
August,807034,Medium,Loyalty,5
August,807035,Low,Control,4
August,807036,Medium,Loyalty,8
August,807037,High,Control,13
August,807038,Medium,Loyalty,4
August,807039,Medium,Control,4
August,807040,Medium,Loyalty,7
August,807041,Medium,Control,8
August,807042,High,Loyalty,8
August,807043,Low,Control,3
August,807044,Low,Loyalty,4
August,807045,Medium,Control,8
August,807046,Low,Loyalty,3
August,807047,Medium,Control,6
August,807048,Medium,Loyalty,5
August,807049,Medium,Control,8
August,807050,Low,Loyalty,0
August,807051,Medium,Control,5
August,807052,Medium,Loyalty,4
August,807053,Low,Control,4
August,807054,Medium,Loyalty,4
August,807055,Medium,Control,4
August,807056,Medium,Loyalty,6
August,807057,Medium,Control,6
August,807058,Low,Loyalty,2
August,807059,Low,Control,3
August,807060,Medium,Loyalty,4
August,807061,Medium,Control,7
August,807062,Medium,Loyalty,7
August,807063,Low,Control,4
August,807064,Medium,Loyalty,5
August,807065,Medium,Control,5
August,807066,Medium,Loyalty,5
August,807067,Low,Control,4
August,807068,Medium,Loyalty,9
August,807069,Medium,Control,6
August,807070,Low,Loyalty,0
August,807071,Low,Control,0
August,807072,Medium,Loyalty,8
August,807073,High,Control,14
August,807074,Medium,Loyalty,7
August,807075,Low,Control,4
August,807076,High,Loyalty,11
August,807077,High,Control,11
August,807078,Medium,Loyalty,8
August,807079,Low,Control,1
August,807080,High,Loyalty,15
August,807081,Low,Control,2
August,807082,Low,Loyalty,1
August,807083,Medium,Control,4
August,807084,Low,Loyalty,2
August,807085,Medium,Control,6
August,807086,Medium,Loyalty,4
August,807087,Low,Control,4
August,807088,Low,Loyalty,4
August,807089,Medium,Control,6
August,807090,High,Loyalty,13
August,807091,Medium,Control,4
August,807092,Low,Loyalty,3
August,807093,Low,Control,3
August,807094,Medium,Loyalty,6
August,807095,Medium,Control,7
August,807096,High,Loyalty,12
August,807097,Medium,Control,6
August,807098,Low,Loyalty,1
August,807099,Low,Control,2
August,807100,Low,Loyalty,1
August,807101,Medium,Control,7
August,807102,Medium,Loyalty,5
August,807103,Low,Control,1
August,807104,Medium,Loyalty,6
August,807105,Low,Control,2
August,807106,Low,Loyalty,1
August,807107,Medium,Control,4
August,807108,Medium,Loyalty,6
August,807109,Medium,Control,8
August,807110,Medium,Loyalty,7
August,807111,Low,Control,4
August,807112,High,Loyalty,13
August,807113,High,Control,11
August,807114,Medium,Loyalty,4
August,807115,Low,Control,1
August,807116,High,Loyalty,13
August,807117,Medium,Control,7
August,807118,Medium,Loyalty,4
August,807119,Medium,Control,5
August,807120,Medium,Loyalty,9
August,807121,Low,Control,4
August,807122,Medium,Loyalty,9
August,807123,Low,Control,4
August,807124,Low,Loyalty,1
August,807125,Medium,Control,5
August,807126,Medium,Loyalty,4
August,807127,High,Control,14
August,807128,Medium,Loyalty,9
August,807129,Medium,Control,6
August,807130,Medium,Loyalty,8
August,807131,High,Control,15
August,807132,Low,Loyalty,0
August,807133,Medium,Control,7
August,807134,Low,Loyalty,2
August,807135,Low,Control,1
August,807136,Medium,Loyalty,9
August,807137,Medium,Control,8
August,807138,Low,Loyalty,3
August,807139,Medium,Control,8
August,807140,Medium,Loyalty,8
August,807141,Medium,Control,4
August,807142,Low,Loyalty,4
August,807143,Medium,Control,8
August,807144,High,Loyalty,8
August,807145,Medium,Control,7
August,807146,High,Loyalty,8
August,807147,Low,Control,0
August,807148,Medium,Loyalty,4
August,807149,High,Control,14
August,807150,Medium,Loyalty,8
August,807151,Medium,Control,5
August,807152,High,Loyalty,14
August,807153,Low,Control,2
August,807154,Medium,Loyalty,6
August,807155,Medium,Control,6
August,807156,Low,Loyalty,4
August,807157,Low,Control,1
August,807158,High,Loyalty,15
August,807159,Medium,Control,7
August,807160,Medium,Loyalty,5
August,807161,Low,Control,1
August,807162,Low,Loyalty,3
August,807163,Low,Control,3
August,807164,High,Loyalty,9
August,807165,High,Control,14
August,807166,Medium,Loyalty,6
August,807167,Medium,Control,8
August,807168,Medium,Loyalty,7
August,807169,Medium,Control,7
August,807170,Medium,Loyalty,5
August,807171,Low,Control,2
August,807172,Low,Loyalty,2
August,807173,Medium,Control,5
August,807174,Medium,Loyalty,8
August,807175,Medium,Control,7
August,807176,Medium,Loyalty,4
August,807177,Low,Control,4
August,807178,Low,Loyalty,4
August,807179,Low,Control,2
August,807180,Low,Loyalty,4
August,807181,Medium,Control,5
August,807182,Medium,Loyalty,4
August,807183,High,Control,13
August,807184,Medium,Loyalty,8
August,807185,Low,Control,1
August,807186,Medium,Loyalty,5
August,807187,Low,Control,3
August,807188,Low,Loyalty,3
August,807189,High,Control,11
August,807190,Low,Loyalty,2
August,807191,Low,Control,2
August,807192,Low,Loyalty,3
August,807193,Medium,Control,7
August,807194,Medium,Loyalty,4
August,807195,Low,Control,1
August,807196,High,Loyalty,10
August,807197,Medium,Control,7
August,807198,Medium,Loyalty,8
August,807199,Medium,Control,5
August,807200,Low,Loyalty,1
August,807201,Medium,Control,4
August,807202,Medium,Loyalty,8
August,807203,Medium,Control,6
August,807204,Low,Loyalty,1
August,807205,Medium,Control,7
August,807206,Medium,Loyalty,6
August,807207,High,Control,15
August,807208,Low,Loyalty,2
August,807209,Medium,Control,6
August,807210,High,Loyalty,14
August,807211,High,Control,11
August,807212,Low,Loyalty,2
August,807213,Medium,Control,7
August,807214,High,Loyalty,12
August,807215,Medium,Control,4
August,807216,Medium,Loyalty,9
August,807217,Low,Control,1
August,807218,Low,Loyalty,2
August,807219,Medium,Control,4
August,807220,Medium,Loyalty,7
August,807221,High,Control,9
August,807222,Medium,Loyalty,5
August,807223,Medium,Control,7
August,807224,Low,Loyalty,1
August,807225,Low,Control,3
August,807226,Low,Loyalty,3
August,807227,Medium,Control,5
August,807228,Low,Loyalty,3
August,807229,Medium,Control,5
August,807230,Medium,Loyalty,5
August,807231,Low,Control,2
August,807232,Medium,Loyalty,7
August,807233,Medium,Control,4
August,807234,Low,Loyalty,2
August,807235,High,Control,15
August,807236,Low,Loyalty,1
August,807237,Medium,Control,6
August,807238,Medium,Loyalty,5
August,807239,Low,Control,3
August,807240,Low,Loyalty,0
August,807241,Low,Control,4
August,807242,Low,Loyalty,0
August,807243,Medium,Control,7
August,807244,Low,Loyalty,2
August,807245,High,Control,15
August,807246,Medium,Loyalty,4
August,807247,Low,Control,4
August,807248,High,Loyalty,9
August,807249,Medium,Control,8
August,807250,Medium,Loyalty,7
August,807251,Medium,Control,5
August,807252,Medium,Loyalty,5
August,807253,Medium,Control,7
August,807254,Low,Loyalty,3
August,807255,Medium,Control,8
August,807256,Medium,Loyalty,9
August,807257,Medium,Control,8
August,807258,Low,Loyalty,2
August,807259,High,Control,10
August,807260,Low,Loyalty,0
August,807261,Low,Control,4
August,807262,Low,Loyalty,2
August,807263,Low,Control,2
August,807264,Low,Loyalty,4
August,807265,Low,Control,1
August,807266,Medium,Loyalty,4
August,807267,Low,Control,2
August,807268,Medium,Loyalty,4
August,807269,Low,Control,4
August,807270,Low,Loyalty,0
August,807271,Low,Control,0
August,807272,Medium,Loyalty,6
August,807273,Low,Control,0
August,807274,Medium,Loyalty,7
August,807275,Medium,Control,4
August,807276,Medium,Loyalty,9
August,807277,Medium,Control,4
August,807278,Low,Loyalty,2
August,807279,Medium,Control,4
August,807280,Low,Loyalty,2
August,807281,Low,Control,2
August,807282,Low,Loyalty,0
August,807283,Medium,Control,4
August,807284,High,Loyalty,11
August,807285,Medium,Control,5
August,807286,Medium,Loyalty,8
August,807287,Low,Control,3
August,807288,Low,Loyalty,1
August,807289,Low,Control,0
August,807290,Low,Loyalty,2
August,807291,Medium,Control,8
August,807292,Low,Loyalty,4
August,807293,Medium,Control,8
August,807294,Low,Loyalty,0
August,807295,Medium,Control,7
August,807296,Medium,Loyalty,9
August,807297,Medium,Control,6
August,807298,High,Loyalty,12
August,807299,Low,Control,1
August,807300,Medium,Loyalty,7
August,807301,Low,Control,2
August,807302,Medium,Loyalty,5
August,807303,Medium,Control,7
August,807304,Low,Loyalty,1
August,807305,Medium,Control,8
August,807306,Low,Loyalty,0
August,807307,Medium,Control,4
August,807308,Low,Loyalty,0
August,807309,Low,Control,2
August,807310,Low,Loyalty,0
August,807311,Medium,Control,7
August,807312,High,Loyalty,14
August,807313,Low,Control,2
August,807314,Medium,Loyalty,8
August,807315,High,Control,11
August,807316,Low,Loyalty,1
August,807317,Low,Control,0
August,807318,Low,Loyalty,0
August,807319,Medium,Control,8
August,807320,Medium,Loyalty,9
August,807321,Medium,Control,4
August,807322,Low,Loyalty,1
August,807323,Low,Control,2
August,807324,Low,Loyalty,4
August,807325,High,Control,14
August,807326,Low,Loyalty,3
August,807327,Low,Control,0
August,807328,Medium,Loyalty,4
August,807329,Low,Control,3
August,807330,Medium,Loyalty,9
August,807331,Low,Control,2
August,807332,Low,Loyalty,0
August,807333,Low,Control,3
August,807334,Medium,Loyalty,8
August,807335,Medium,Control,7
August,807336,Medium,Loyalty,9
August,807337,Medium,Control,4
August,807338,Low,Loyalty,4
August,807339,Medium,Control,7
August,807340,Medium,Loyalty,9
August,807341,Medium,Control,7
August,807342,High,Loyalty,12
August,807343,Low,Control,1
August,807344,Low,Loyalty,0
August,807345,Medium,Control,7
August,807346,Low,Loyalty,3
August,807347,Medium,Control,5
August,807348,Low,Loyalty,3
August,807349,Medium,Control,4
August,807350,Low,Loyalty,3
August,807351,Medium,Control,6
August,807352,Low,Loyalty,0
August,807353,Low,Control,4
August,807354,Medium,Loyalty,5
August,807355,Low,Control,3
August,807356,Low,Loyalty,2
August,807357,Low,Control,2
August,807358,Medium,Loyalty,4
August,807359,Low,Control,3
August,807360,Medium,Loyalty,6
August,807361,Medium,Control,4
August,807362,Medium,Loyalty,5
August,807363,Low,Control,1
August,807364,Low,Loyalty,3
August,807365,Medium,Control,4
August,807366,Medium,Loyalty,9
August,807367,Medium,Control,7
August,807368,Medium,Loyalty,4
August,807369,Low,Control,2
August,807370,Medium,Loyalty,4
August,807371,Low,Control,1
August,807372,Medium,Loyalty,5
August,807373,Medium,Control,4
August,807374,Low,Loyalty,4
August,807375,Low,Control,0
August,807376,Medium,Loyalty,4
August,807377,Low,Control,2
August,807378,Low,Loyalty,2
August,807379,Medium,Control,6
August,807380,Medium,Loyalty,4
August,807381,Medium,Control,4
August,807382,Low,Loyalty,1
August,807383,Low,Control,0
August,807384,High,Loyalty,13
August,807385,Medium,Control,5
August,807386,High,Loyalty,11
August,807387,Medium,Control,7
August,807388,Low,Loyalty,2
August,807389,Low,Control,2
August,807390,Low,Loyalty,0
August,807391,Medium,Control,5
August,807392,Medium,Loyalty,6
August,807393,Medium,Control,6
August,807394,Low,Loyalty,3
August,807395,Low,Control,2
August,807396,Low,Loyalty,3
August,807397,Medium,Control,8
August,807398,Low,Loyalty,0
August,807399,Low,Control,0
August,807400,Medium,Loyalty,9
August,807401,Low,Control,4
August,807402,Medium,Loyalty,9
August,807403,Low,Control,3
August,807404,High,Loyalty,9
August,807405,High,Control,12
August,807406,Low,Loyalty,3
August,807407,Low,Control,4
August,807408,Medium,Loyalty,6
August,807409,Low,Control,0
August,807410,Low,Loyalty,2
August,807411,Low,Control,0
August,807412,Medium,Loyalty,7
August,807413,Low,Control,4
August,807414,Low,Loyalty,1
August,807415,Medium,Control,6
August,807416,Low,Loyalty,1
August,807417,Medium,Control,7
August,807418,Low,Loyalty,2
August,807419,Low,Control,0
August,807420,High,Loyalty,13
August,807421,High,Control,14
August,807422,Low,Loyalty,4
August,807423,Low,Control,2
August,807424,Medium,Loyalty,6
August,807425,Medium,Control,8
August,807426,Medium,Loyalty,4
August,807427,Low,Control,3
August,807428,Low,Loyalty,1
August,807429,Low,Control,2
August,807430,Medium,Loyalty,9
August,807431,Low,Control,4
August,807432,Medium,Loyalty,6
August,807433,Low,Control,0
August,807434,Medium,Loyalty,4
August,807435,High,Control,8
August,807436,Medium,Loyalty,8
August,807437,Low,Control,1
August,807438,High,Loyalty,12
August,807439,Medium,Control,8
August,807440,Medium,Loyalty,5
August,807441,Low,Control,2
August,807442,Low,Loyalty,4
August,807443,Medium,Control,8
August,807444,High,Loyalty,13
August,807445,High,Control,10
August,807446,Medium,Loyalty,9
August,807447,Medium,Control,4
August,807448,Medium,Loyalty,8
August,807449,Low,Control,2
August,807450,Low,Loyalty,4
August,807451,Medium,Control,5
August,807452,High,Loyalty,13
August,807453,Medium,Control,7
August,807454,Medium,Loyalty,5
August,807455,Low,Control,3
August,807456,High,Loyalty,11
August,807457,Medium,Control,7
August,807458,Low,Loyalty,3
August,807459,Medium,Control,8
August,807460,Medium,Loyalty,9
August,807461,Medium,Control,4
August,807462,Medium,Loyalty,9
August,807463,Low,Control,2
August,807464,Medium,Loyalty,9
August,807465,Medium,Control,5
August,807466,Medium,Loyalty,7
August,807467,Low,Control,1
August,807468,Medium,Loyalty,9
August,807469,Low,Control,1
August,807470,Medium,Loyalty,8
August,807471,Low,Control,3
August,807472,Low,Loyalty,1
August,807473,Low,Control,3
August,807474,Medium,Loyalty,8
August,807475,Medium,Control,5
August,807476,Medium,Loyalty,6
August,807477,Low,Control,1
August,807478,Low,Loyalty,2
August,807479,High,Control,10
August,807480,Medium,Loyalty,7
August,807481,Medium,Control,4
August,807482,Low,Loyalty,3
August,807483,High,Control,8
August,807484,Medium,Loyalty,7
August,807485,Medium,Control,7
August,807486,Medium,Loyalty,4
August,807487,Medium,Control,5
August,807488,Low,Loyalty,4
August,807489,Medium,Control,8
August,807490,Low,Loyalty,3
August,807491,Medium,Control,8
August,807492,Medium,Loyalty,9
August,807493,Low,Control,4
August,807494,Low,Loyalty,2
August,807495,Low,Control,3
August,807496,Medium,Loyalty,8
August,807497,Medium,Control,8
August,807498,Medium,Loyalty,4
August,807499,Medium,Control,6
August,807500,Low,Loyalty,3
August,807501,Medium,Control,6
August,807502,Low,Loyalty,1
August,807503,Low,Control,0
August,807504,Medium,Loyalty,9
August,807505,Medium,Control,8
August,807506,Medium,Loyalty,5
August,807507,Low,Control,1
August,807508,Low,Loyalty,1
August,807509,Low,Control,1
August,807510,Medium,Loyalty,5
August,807511,Low,Control,4
August,807512,Medium,Loyalty,4
August,807513,Medium,Control,8
August,807514,Medium,Loyalty,7
August,807515,Low,Control,1
August,807516,Low,Loyalty,1
August,807517,Medium,Control,5
August,807518,Medium,Loyalty,4
August,807519,Medium,Control,5
August,807520,Low,Loyalty,2
August,807521,Low,Control,1
August,807522,Low,Loyalty,4
August,807523,Medium,Control,5
August,807524,Medium,Loyalty,4
August,807525,Low,Control,2
August,807526,Medium,Loyalty,9
August,807527,Medium,Control,7
August,807528,Low,Loyalty,1
August,807529,Medium,Control,8
August,807530,Medium,Loyalty,4
August,807531,High,Control,14
August,807532,Medium,Loyalty,4
August,807533,Low,Control,2
August,807534,Medium,Loyalty,4
August,807535,Low,Control,2
August,807536,Low,Loyalty,4
August,807537,Low,Control,0
August,807538,Low,Loyalty,4
August,807539,High,Control,9
August,807540,Low,Loyalty,2
August,807541,Low,Control,3
August,807542,Medium,Loyalty,8
August,807543,High,Control,11
August,807544,Medium,Loyalty,4
August,807545,Low,Control,1
August,807546,Medium,Loyalty,6
August,807547,Low,Control,0
August,807548,Medium,Loyalty,9
August,807549,Medium,Control,8
August,807550,Low,Loyalty,0
August,807551,Low,Control,2
August,807552,Low,Loyalty,2
August,807553,Medium,Control,4
August,807554,Low,Loyalty,2
August,807555,Low,Control,4
August,807556,High,Loyalty,14
August,807557,Medium,Control,4
August,807558,Low,Loyalty,2
August,807559,Low,Control,3
August,807560,Low,Loyalty,0
August,807561,Medium,Control,8
August,807562,Low,Loyalty,2
August,807563,Medium,Control,8
August,807564,Medium,Loyalty,9
August,807565,Medium,Control,8
August,807566,High,Loyalty,14
August,807567,Medium,Control,5
August,807568,Medium,Loyalty,9
August,807569,Medium,Control,7
August,807570,Medium,Loyalty,8
August,807571,High,Control,8
August,807572,Medium,Loyalty,8
August,807573,Low,Control,3
August,807574,Medium,Loyalty,7
August,807575,Low,Control,3
August,807576,Medium,Loyalty,9
August,807577,Medium,Control,7
August,807578,Medium,Loyalty,7
August,807579,Medium,Control,7
August,807580,Medium,Loyalty,8
August,807581,Low,Control,1
